"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36"
"TYK2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"TYMP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1.5,0.5,0.5,1,1,1,2,1,2,1,1,0.5,2,2
"TYMS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,0.5,1,1,1,2,2.5,2,1,1,1,1.5,2
"TYMSOS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,0.5,1,1,1,2,2.5,2,1,1,1,1.5,2
"TYRO3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1.5,1,2,0.5,1,1,1,2
"TYROBP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,1.5,3,1,1,1,1,2
"TYSND1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,0.5,2,1.5,2,1,1,1,1,2
"TYW1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1.5,2
"TYW1B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1.5,2
"TYW3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"TYW5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,4,2
"U2AF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,1.5,2,1,1,1,1.5,2
"U2AF1L4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,2,1.5,3,1,1,1,1,2
"U2AF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,2,1,1,1,2,4,3,1,1,1,1,2
"U2SURP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1.5,2
"U52111.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,2,2,2,1,1,1,0.5,2
"U73166.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"U91328.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,2,2,2,1,1,1,1,2
"UACA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,1,2
"UAP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UAP1L1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"UBA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.5,1,0.5,1,1,1,1,2,2,2,1,1,1,0.5,2
"UBA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,3,1,1,1,1,2
"UBA3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"UBA5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1.5,2
"UBA52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.5,2,1.5,3,1,1,1,1,2
"UBA6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UBA6-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UBA7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,1,2
"UBAC1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"UBAC2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,3,1
"UBAC2-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,3,1
"UBALD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,2,3,1,2.5,2,1.5,2
"UBALD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1.5,1,1.5,2,1,1.5,1.5,1.5,3
"UBAP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"UBAP1L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,1,2
"UBAP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"UBAP2L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UBASH3A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,1.5,2,1,1,1,1.5,2
"UBASH3B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,1,1.5,3,0.5,1,0.5,1.5,2
"UBB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,0.5,0.5,0.5,0.5,2,1.5,2,1,0.5,0.5,1,1
"UBBP4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,0.5,1,0.5,1.5,2,1.5,2,1,1.5,2,1,3
"UBC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,1,2,2,2,1,1,1,1,2
"UBE2A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,2,2,2,1,1,1,1,2
"UBE2B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,1,0.5,2,2,2,1,1,1,1,2
"UBE2C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,4.5,2,2,1,1,1,2,2
"UBE2CP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,2,1,2,1,1,1,1.5,2
"UBE2D1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,1,1,1,1,2
"UBE2D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,0.5,2,2,2,1,1,1,1,2
"UBE2D3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,2,2,1.5,2,0.5,1,1,1,2
"UBE2D3-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,2,2,1.5,2,0.5,1,1,1,2
"UBE2D4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1.5,2,3,1,1,1,1,2
"UBE2E1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,0.5,2
"UBE2E2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,0.5,2
"UBE2E3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"UBE2E4P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.5,1,0.5,1,1,1,1,2,2,2,1,1,1,0.5,2
"UBE2F",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1,2,1,1,1,1.5,2
"UBE2FP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,2,2
"UBE2FP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,1,1,1,1,1.5,1,2,1,1,1,1,2
"UBE2G1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,0.5,0.5,0.5,0.5,2,1.5,2,1,0.5,0.5,1,1
"UBE2G2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,1.5,2,1,1,1,1.5,2
"UBE2H",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1.5,2,3,1,1,1,1.5,2
"UBE2I",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,2,3,1,2.5,2,2.5,2
"UBE2J1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,2,1,2,0.5,1,0.5,2,1
"UBE2J2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,2.5,2
"UBE2K",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UBE2L3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,1.5,0.5,0.5,1,0.5,1,2,2,2,1,1,0.5,1.5,2
"UBE2L5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,0.5,1,1,1,0.5,1,2,2,0.5,1,1,1,0.5
"UBE2L6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1.5,3,1,1,0.5,2,2
"UBE2M",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,2,3,3,1,1,1,1,2
"UBE2MP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,0.5,1.5,0.5,1,1.5,1,1,2.5,2,3,1,2.5,2,2,2
"UBE2N",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2
"UBE2O",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1.5,1,1.5,2,1,1.5,1.5,1.5,3
"UBE2Q1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UBE2Q2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"UBE2Q2P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"UBE2Q2P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"UBE2QL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,2,2,2,1,1,1,2,2
"UBE2R2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1.5,1.5,2,0.5,1,0.5,1,2
"UBE2S",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,2,1,1,1,2,4,3,1,1,1,1,2
"UBE2T",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3.5,4,1,1,1.5,3,4.5
"UBE2V1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,4.5,2,2,1,1,1,3,2
"UBE2V2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3.5,1,1.5,1,1,1,4,1.5,2,1,3.5,1,3,2
"UBE2W",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.5,1,1.5,1,1,1,4,1.5,2,1,3.5,1,2,2
"UBE2Z",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,2,1.5,2,1,1.5,2,1,3
"UBE3A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1.5,1,2,0.5,1,1,1,2
"UBE3B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,2,2,2,1,1,1,1,2
"UBE3C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1.5,2,3,0.5,1,1,1.5,2
"UBE3D",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,1,0.5,2,1,2,0.5,1,0.5,2,1
"UBE4A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,1,1.5,3,0.5,1,0.5,1.5,2
"UBE4B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,0.5,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"UBFD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,1,3,1,2.5,2,1.5,2
"UBIAD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,0.5,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"UBL3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,0.5,1,1,1,0.5,1,2,2,0.5,1,1,1,3
"UBL4A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,2,2,2,1,1,1,0.5,2
"UBL4B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,1,2
"UBL5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"UBL7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"UBL7-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,2,0.5,1,1,2,2
"UBLCP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,1,0.5,2,2,2,1,1,1,1,2
"UBN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,0.5,1.5,1,1,1.5,1,1,3.5,2,3,1,2.5,2,1.5,2
"UBN2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1.5,2,3,0.5,1,1,2,2
"UBOX5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,1,3,2,2,1,1,1,2,2
"UBOX5-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,1,3,2,2,1,1,1,2,2
"UBP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,2,1.5,2,0.5,1,1,0.5,2
"UBQLN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"UBQLN2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,2,2,2,1,1,1,1.5,2
"UBQLN4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UBQLNL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1.5,3,0.5,1,0.5,1,2
"UBR1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1.5,1,2,0.5,1,1,1,2
"UBR2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,0.5,1,1,1,1,2,2,2,1,1,1,3,2
"UBR3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1.5,2
"UBR4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,0.5,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"UBR5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.5,1,0.5,1,1,1,5,1.5,2,1,3.5,1,4,2
"UBR5-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.5,1,0.5,1,1,1,5,1.5,2,1,3.5,1,4,2
"UBR7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,0.5,2,2,2,1,1,1,1,2
"UBTD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,0.5,2,1.5,2,1,1,1,1,2
"UBTD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,2,2,1,1,1,2,2
"UBTF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,2,1.5,2,1,1.5,1.5,1,3
"UBXN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,2,1.5,3,1,1,0.5,2,2
"UBXN10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,1,0.5,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"UBXN11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,2,0.5,1,1,1.5,2
"UBXN2A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,1.5,1,2,1,1,1,1.5,2
"UBXN2B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,1,3,1,1,1,4,1.5,2,1,3.5,1,2,2
"UBXN4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"UBXN6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"UBXN7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0.5,2
"UBXN8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,0.5,2,0.5,0.5,1,0.5,1.5
"UCA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.5,2,1,3,1,1,1,1.5,2
"UCHL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UCHL3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,3,2
"UCHL5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,1,1,1,1,1.5,1.5,3.5,4,1,1,1.5,3,4.5
"UCK1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"UCK2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UCKL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,4.5,2,2,1,1,1,3,2
"UCKL1-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,4.5,2,2,1,1,1,3,2
"UCN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,1.5,1.5,2,1,1,1,1,2
"UCP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,1.5,2
"UCP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,3,1.5,3,1,1,1,1,2
"UCP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,3,1.5,3,1,1,1,1,2
"UEVLD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1.5,3,1,1,0.5,1,2
"UFC1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,1,1.5,1.5,3,4,1,1,2,3,4.5
"UFD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1.5,0.5,0.5,1,0.5,1,2,2,2,1,1,0.5,1.5,2
"UFL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,2,1,2,0.5,1,0.5,2,1
"UFM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,2,0.5,1,1,1.5,1
"UFSP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,2,3,0.5,1,1,1.5,2
"UFSP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,0.5,1,1,1,2,1.5,2,0.5,1,1,0.5,2
"UGCG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1.5,2,0.5,1,0.5,1,2
"UGDH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UGDH-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UGGT1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,2
"UGGT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,1,2,0.5,1,1,1,1
"UGP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,1.5,1.5,2,1,1,1,1.5,2
"UGT2B11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,2,1.5,2,0.5,1,1,1,2
"UGT2B15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UGT2B17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1,2,1.5,2,0.5,1,1,1,2
"UGT2B24P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,0.5,1,1,1,1.5,2,1.5,2,0.5,1,1,1,2
