"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50"
"TCTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1.5,1,1,1.5,1.5,2,2.5,1,1,1,1,3,1,1.5,1,2,0.5,2,1
"TCTE1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"TCTE3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1,1,1,2,1,1,1.5,3,1,1,1.5,2,0.5,1,2,1,1.5,0.5,1,1,1.5,1
"TCTEX1D1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,1,1,1,1,1.5,5.5,4.5,2.5,1.5,1,1,1.5,1.5,1.5,1.5,1,1.5,1,1,1
"TCTEX1D2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1.5,1.5,1,1,1.5,3,2,2.5,1.5,2,1,4,3.5,2,1.5,1,2,1,2,1
"TCTEX1D4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TCTN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"TCTN2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"TCTN3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1.5,2,1,1.5,1,2,1,1.5,1
"TDG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,2.5,1.5,2,1,2,1,2,2.5,2.5,1.5,1,2.5,1,2,1
"TDGF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1.5,1,1,1.5,3,2,2.5,1,1,1,1,4,1,1.5,1,2,1,2,1
"TDO2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"TDP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,0.5,2,1
"TDP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,2.5,2.5,2,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"TDRD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"TDRD10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,2,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,2,3.5,1.5
"TDRD12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"TDRD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2,3,1.5,1,1,2,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"TDRD5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,3.5,3,2,3.5,5,1,1,2.5,3.5,3,2.5,1,3.5,2,3.5,1.5
"TDRD6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"TDRD7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,2,1.5,2.5,1.5,1,1,1,1.5,2.5,1,1.5,0.5,1.5,1,1.5,1
"TDRD9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1
"TDRKH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,2.5,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,1.5,3.5,1.5
"TDRKH-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,2.5,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,1.5,3.5,1.5
"TDRP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,0.5,1.5,0.5,2.5,1.5,1,1,0,2,1.5,3,1,2,1,3,1
"TEAD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,2.5,1,1.5,1,1,1.5,2.5,1.5,1.5,2,0.5,2,1.5,2,3,1,1.5,1,1.5,1
"TEAD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,6.5,2.5,1.5,2,2,2,1.5,2,3,2,1.5,1,2,1,1.5,1
"TEAD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2.5,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"TEAD4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"TEC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,1,1,1.5,1.5,2,1,1,1.5,1,2,1
"TECPR1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"TECPR2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,7.5,1,1,1.5,1,2,1
"TECR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1.5,1.5,1,2,1,1,1
"TECRP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,1,2.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,1,3,1
"TECTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,0.5,1,0.5,1,1,1.5,1,1.5,1,2,1,1,3.5,2,1,1,1.5,0.5,1.5,1
"TEDC1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1
"TEDC2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"TEF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.5,1,2,2.5,1.5,2,1,1,0.5,1,3.5,1,1,1,1,1,1,1
"TEFM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,2,1.5,1,3,1,2,2,2,2.5,1,1.5,1,1.5,1,1.5,1
"TEK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,2,3,1,1.5,1.5,1,1,1,1.5,1,1.5,1,1.5,0.5,1.5,1
"TEKT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TEKT3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,2,2,1,1,1,1,1,1.5,1
"TEKT5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2,1.5,1,2,1.5,1.5,3.5,2,2,1,2.5,1,4,1
"TELO2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"TEN1-CDK3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,2.5,4,3,3,1,2,2,2,2.5,2.5,4,1,1.5,1.5,1.5,1
"TENM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,1,1,1,3.5,1.5,1.5,1,2,1,1.5,1
"TENM2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,2.5,2.5,1,2.5,1,2,1,2.5,3,1.5,1.5,1,2.5,1.5,2.5,1
"TENM3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,1,2,1
"TENM3-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,1,1,1.5,1,2,1
"TENM4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,4.5,1,1.5,1,1,3,1,1.5,4,6.5,1,1,3.5,2,2,1,1.5,1,1.5,1
"TENT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2.5,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,2.5,1
"TENT4A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,4.5,2.5,2.5,1,2,1,2,4,2,2.5,1,2.5,1,2,1
"TENT4B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1.5,1,1,1.5,1,2,0.5,1.5,1.5,1.5,2.5,0.5,1,1,1.5,1
"TENT5A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,1,1,0.5,1.5,3,1,1,1.5,2,1,1,1.5,1.5,2,0.5,1,1,1.5,1
"TENT5B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,2.5,1.5,1,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TENT5C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,2.5,1.5,1,1,1.5,1.5,1.5,2,1,1.5,1,1,1
"TEP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,2.5,1,1,1,1,2.5,2,1,2,1,1.5,1,2,1
"TEPP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1.5,1,1,1.5,1,2,0.5,1.5,2,1.5,1,0.5,1,1,1.5,1
"TEPSIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,0.5,4,3,3,1,2,2,1.5,3,2.5,4,1,1.5,1.5,1.5,1
"TERF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2.5,1,1,2,1,1,1.5,3.5,2.5,3,1.5,2,1,7.5,3.5,3.5,3.5,1,2,1,3,1
"TERF1P7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1.5,1,0.5,1,1,1,2,3,1.5,2,2,1,1,1,2.5,1.5,1,1,2,1,1.5,1
"TERF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,1.5,1,1.5,0.5,2,1.5,1.5,1,0.5,1,1,1.5,1
"TERF2IP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,1.5,1,1,0.5,2,1.5,1.5,1,0.5,1,0.5,1.5,1
"TES",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,1,1
"TESC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1.5,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"TESK1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"TESK2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TESMIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,6.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,2,1,2,3.5,2,2,1,1.5,1,1.5,1
"TESPA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,2.5,2.5,2,2,1,2.5,1,2,1
"TET1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,5,1.5,1.5,1.5,1,1,1.5,2.5,1,1.5,1,2,1,1.5,1
"TET2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"TET3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,1,2.5,2,1.5,0.5,2,1,1.5,1
"TEX10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,2,1.5,2.5,1.5,1,1,1,1.5,2.5,1,2,0.5,1.5,1,1.5,1
"TEX14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,4,3,2,3,1,2,2,2,3,6,2,1,1.5,2,1.5,1
"TEX2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2.5,1,0.5,1,1,1,7.5,3,3,3,1,2,2,2,3,6,2,1,1.5,1.5,1.5,1
"TEX21P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,1,2.5,1,1,1,1,1.5,1.5,1,1,1,1.5,1,2,1
"TEX22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1
"TEX26-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,7.5,1,0.5,1,1,0.5,2,3,3,1,1,1,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"TEX261",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,2,2.5,2,1.5,0.5,2,1,1.5,1
"TEX264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1.5,1,1,1.5,1.5,2,2.5,1,1,1,1,3.5,1,1.5,1,2,0.5,2,1
"TEX30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,2,1,1,1.5,1.5,2,1,1,2,1,1.5,1
"TEX41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,3,2,1.5,1,2,1,1.5,2.5,1,2,0.5,2,1,1.5,1
"TEX45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1.5,1.5,1,2,1,1,1
"TEX52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"TEX9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,2,0.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1.5,1.5,1,1.5,1,0.5,1
"TF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,1.5,3.5,2,2.5,1,2,1,2,3.5,2,1.5,1,2,1,2,1
"TFAM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1.5,1.5,1.5,2,1,1.5,2,1,1.5,1,2,1,1.5,1
"TFAP2A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,3,1.5,2.5,1,1.5,1,1.5,1
"TFAP2A-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,3,1.5,2.5,1,1.5,1,1.5,1
"TFAP2A-AS2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,3,1.5,2.5,1,1.5,1,1.5,1
"TFAP2B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"TFAP2C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,4,6.5,2,3,1,5.5,4,3,4.5,1,2,1,2.5,1
"TFAP2E",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TFAP2E-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"TFAP4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"TFB1M",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,1,1,1,3,1,1,1.5,2,0.5,1,2,1.5,1.5,0.5,1,1,1.5,1
"TFB2M",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,2,1,1.5,3,2,3,3,1,3,3.5,1.5,2,1,2.5,4,3,3,1,3.5,1.5,3.5,1.5
"TFCP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2.5,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,2.5,2.5,2,2,1,2.5,1,2,1
"TFCP2L1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1.5,2,0.5,2,1,1.5,1
"TFDP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,0.5,1,1,0.5,2.5,3,1.5,1,2,1,1,1.5,1.5,2.5,1,1,2,1,1.5,1
"TFDP1P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,0.5,1,1,1,1.5,2.5,2,2,2,2,1,1,3.5,1,1,1,2,1,1.5,1
"TFDP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,1.5,3.5,2,2,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"TFDP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,0.5,1,1,3.5,1.5,1.5,1,2,1,1.5,1
"TFE3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,0.5,1,1,1,1,3,2,2.5,2,2,1,1,2.5,1,1.5,1,2,1,1.5,1
"TFEB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2.5,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"TFEC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,1,1
"TFF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2,1,1,1.5,1,1,1.5,3,2,2,1.5,2,1,1.5,2.5,1.5,1.5,1,2,1.5,1.5,1
"TFF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2,1,1,1.5,1,1,1.5,3,2,2,1.5,2,1,1.5,2.5,1.5,1.5,1,2,1.5,1.5,1
"TFG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,3,1,1,1.5,1,1,5,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"TFIP11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,0.5,1,3,1,1,1,1,1,1,1
"TFPI",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"TFPI2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
