"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50"
"BMP5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"BMP6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,1.5,1.5,2.5,1,1.5,1,1.5,1
"BMP7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,4,7.5,2,3,1,5.5,4,3,4.5,1,2,1,2.5,1
"BMP8A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"BMP8B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"BMPER",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,1,3,1.5,2.5,2,1,1,2.5,2,2,2,1,2,1.5,2,1
"BMPR1A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1.5,2,1,1.5,1,2,1,1.5,1
"BMPR1AP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,1,0.5,1,3,1,1,1.5,2,0.5,1,2,1.5,1,0.5,1,1,1.5,1
"BMPR1B",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,1.5,1.5,1,1,1,2.5,1.5,2,1,1,1.5,1,2,1
"BMPR2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"BMS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3,1.5,1.5,2,2,1,1.5,2.5,1,1.5,1,2,1,1.5,1
"BMS1P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1.5,1.5,1.5,2,1,1.5,2,1,1.5,1,2,1,1.5,1
"BMS1P10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1.5,2,1,1,2,4.5,2.5,1.5,1.5,1,1,1.5,2.5,1,2,1,1.5,1,1.5,1
"BMS1P4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,5,1.5,1.5,1.5,5.5,1,1.5,2.5,1,1.5,1,2,1,1.5,1
"BMT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"BMX",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2,1,0.5,1,1,1,1.5,2.5,2,2.5,2,2,1,1,2.5,1,1.5,1,2,1,1.5,1
"BNC1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,3,3.5,2,3,1,2,1,1,2,1,2,1,1.5,1.5,2,1
"BNC2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,1,2.5,1,1.5,2,1,1,1,1,7.5,1.5,1,1.5,0.5,1.5,1
"BNC2-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,1,3,1,1.5,2,1,1,1.5,1,7.5,1.5,1,1.5,0.5,1.5,1
"BNIP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,2.5,2.5,2.5,2.5,1,2,1,2,2.5,1.5,2.5,1,2.5,1.5,3,1
"BNIP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,2,0.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1.5,1.5,1,1.5,1.5,2,1
"BNIP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1.5,1,1,2,1,1.5,1
"BNIP3L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,1,1,0.5,3,1.5,1,1,1,2,1.5,2,1,1,0.5,3,1
"BNIP3P11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2.5,3,1.5,2,2,3,1,2,2,2,1.5,1,2,0.5,2,1
"BNIPL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,2.5,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,1.5,3.5,1.5
"BOC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,3,1,1,1.5,1,1,4,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"BOD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1.5,1,2.5,2.5,2.5,2.5,1,2,1,2,2.5,1.5,2.5,1,2.5,1.5,3,1
"BOD1L1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,3,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,1,1,1
"BOK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"BOK-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"BOLA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,2.5,3,2,3.5,5,2,1,2.5,3.5,2,3,1,3.5,1.5,3.5,1.5
"BOLA3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,1,2.5,2,1.5,0.5,2,1,1.5,1
"BOLA3-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,2,2.5,2,1.5,0.5,2,1,1.5,1
"BOP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,1,6,4.5,3,2,2,1,6,4.5,2.5,3.5,1,2,1,3,1
"BORA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,1,3,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"BORCS5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,0,2,1.5,1,1,2.5,0.5,2,1
"BORCS6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,1,1.5,1.5,1,1,1,0.5,1.5,1
"BORCS7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"BORCS8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,1.5,1,2.5,1.5,1.5,1,2,1,1.5,1
"BPGM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,1,1
"BPHL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,1.5,1.5,2.5,1,1.5,1,1.5,1
"BPI",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,3,3,2,3,1,2,4,3,3,1,2,1,2.5,1
"BPIFB1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,4,2.5,2,3,1,3,4.5,2.5,3,1,2,1,2.5,1
"BPIFB2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,4,2.5,2,3,1,3,4.5,1.5,2,1,2,1,2.5,1
"BPNT1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,2,1,1.5,3,2,3,3.5,3,3,3.5,1.5,2,1,2.5,4,3,2.5,1,3.5,2,3.5,1.5
"BPNT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2.5,1,1,2,1,1,1.5,5,2.5,3,1.5,2,1,7,3.5,3.5,2.5,1,2,1,3,1
"BPTF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,3,2,1,1,0.5,1,1,1,4,3,3,3,1,2,2,2,3,7.5,4,1,1.5,1.5,1.5,1
"BRAF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,3,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"BRAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"BRAT1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2,2,2.5,1,2,1.5,2,1
"BRCA1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2.5,1,0.5,1,1,1,1,1.5,1.5,3,1,2,2,2,3,1,2,1,1.5,1.5,1.5,1
"BRCA2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,5,1,0.5,1,1,0.5,2,3,2.5,1,1,1,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"BRCC3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,1,3,1.5,2.5,2,1,1,1,3,1.5,1,1,2,1,1.5,1
"BRD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.5,1,1,2.5,1.5,2,1,1,0.5,3.5,3.5,1,1,1,1,1.5,1,1
"BRD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"BRD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3,1.5,2.5,1,1.5,1,1.5,1
"BRD3OS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3,1.5,2.5,1,1.5,1,1.5,1
"BRD4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,1,1,2,1.5,1.5,1,2,1,1,1
"BRD7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1.5,1,1,1.5,1,2,0.5,1.5,1.5,1.5,2.5,0.5,1,1,1.5,1
"BRD7P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1.5,1.5,1,1,1.5,3,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"BRD8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,1.5,1
"BRD9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,4.5,2.5,2.5,1,2,1,2,3,2,2.5,1,2.5,1,2,1
"BRDT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,3.5,3.5,2.5,1.5,1,1,1.5,1.5,1.5,2,1,1.5,0.5,1,1
"BRF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1
"BRF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,2,2.5,1,1,2,1,1,1,1,2.5,3,1.5,7,1,3,3.5,3,4.5,1,2,0.5,3,1
"BRI3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"BRI3BP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"BRICD5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"BRINP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,3.5,2.5,1.5,1,1,1,1.5,3,1,2,1,1.5,1,1.5,1
"BRINP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,3.5,3,2,3.5,5,1,1,2.5,3.5,3,2.5,1,3.5,2,3.5,1.5
"BRINP3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,4,3.5,4,1,1.5,3,1,3.5,3.5,3,3,3.5,5,2,1,2.5,4,3,3.5,1,3.5,2,3.5,1.5
"BRIP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,3,2,2.5,1,2,1,1,1,5.5,3,3,3,1,2,2,2,3,6,2,1,1.5,1.5,1.5,1
"BRIX1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,3,2.5,2.5,1,2,1,1.5,3.5,2,1.5,1,2.5,1,2,1
"BRK1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,3.5,2,1.5,1,2.5,1,2,1
"BRMS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,5,2,1.5,1,1,1,1.5,1,1.5,3,2.5,1.5,1.5,1,1,2,3.5,2,2,1,1.5,1,1.5,1
"BRMS1L",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,2.5,1,1,1,1,1.5,2,4,2,1,1.5,1,2,1
"BROX",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,2,1,1.5,3,2,3,3.5,3,3,3.5,1.5,2,1,2.5,4,3,2.5,1,3.5,2,3.5,1.5
"BRPF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,3.5,2,2,1,2.5,1,2,1
"BRPF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2.5,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"BRSK1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,1.5,2,2,2,1.5,2,3,2,1.5,1,2,1,1.5,1
"BRSK2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1.5,1,1,1,2.5,1.5,1.5,2,1,2,1.5,2,1,1,1.5,1,1.5,1
"BRWD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1.5,1,1,1.5,3,3,2,1.5,2,1,2.5,3,1.5,2,1,2,1,1.5,1
"BRWD1-AS2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1.5,1,1,1.5,3,3,2,1.5,2,1,2.5,3,1.5,2,1,2,1,1.5,1
"BRWD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1,1,1,3.5,3,1.5,2.5,2,1,1,1,3.5,1.5,1,1,2,1,1.5,1
"BSCL2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1.5,1,1.5,3,2.5,1.5,1.5,1,1,1.5,3.5,2,2,1,1.5,1,1.5,1
"BSDC1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"BSG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1,1.5,1,2,1,1,1
"BSN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,0.5,1.5,1,1,1.5,1.5,2,2.5,1,1,1,1,3,1,1.5,1,2,0.5,2,1
"BSPRY",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3.5,1,2.5,0.5,1,1,1.5,1
"BST1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,2,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,1,1,1
"BST2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,1,1,2.5,1.5,1.5,1,2,1,1.5,1
"BTAF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,1,1.5,1,1.5,1.5,2,1,1.5,2,1,1.5,1,2,1,1.5,1
"BTBD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,3,3.5,2,3,1,2,1,1,2,1,2,1,1.5,1.5,2,1
"BTBD10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,2.5,1,1.5,1,1,1.5,2.5,1.5,1.5,2,1,2,1.5,2,3,1,1.5,1,1.5,1
"BTBD11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"BTBD19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"BTBD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1,1.5,1,2,1,1,1
"BTBD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,3,3,2.5,1.5,2,3,1,3,4.5,1,2,1,2,1,2.5,1
"BTBD6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1.5,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,1,2,1
"BTBD7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,0.5,2,1
"BTBD7P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3,2.5,1.5,1.5,2,1,2,2.5,1.5,1,1,2,1,1.5,1
"BTBD8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,3.5,3.5,2.5,1.5,1,1,1.5,1.5,1.5,2,1,1.5,0.5,1,1
"BTBD9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2.5,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"BTC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1.5,3,2,1.5,1,1,1,3,2.5,2,1,1,1.5,1,2,1
"BTD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,4,2,1.5,1,2.5,1,2,1
"BTF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2.5,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,2.5,1
"BTF3L4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1.5,3.5,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1,1.5,1,1,1
"BTF3L4P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,1.5,2.5,1,2,0.5,2,1,1.5,1
"BTG1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4.5,1,1,2,1,1,2,2.5,1.5,2,1,2,1,2.5,2.5,2,1.5,1,2.5,1,2,1
"BTG2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,3.5,1,1.5,3,2,3,3,3,3,3.5,1.5,2,1,2.5,3.5,3,2.5,1,3.5,2.5,3.5,1.5
"BTG3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1.5,1,1,1.5,3,1,2,1.5,1,1,2.5,2.5,1.5,2,1,2,1,1.5,1
"BTG3-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1,1,1.5,1,1,1.5,3,1,2,1.5,1,1,2.5,2.5,1.5,2,1,2,1,1.5,1
