"","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100"
"GTF2B",2.5,1,1,2,1,1,2,1,1,2,1,2,1.5,1,1,1.5,0.5,1,1,1,1,1,2,1,2,1,2,2.5,1,1,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,1,2,1,1
"GTF2E1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"GTF2E2",1,1,0.5,1,1,2,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,2.5,1,0.5,1,1,1,1,0.5,0.5,1,3,0.5,0.5,1,1,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5
"GTF2F1",0.5,1,1,3,1,1,1,1,1,1,0.5,1,2,2,1,1.5,1,1,1,1.5,1,1,1,1,1,1,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GTF2F2",0.5,1,1,1.5,1,0.5,2,1,1,1,0.5,1,1.5,0.5,1,1.5,1,0.5,1,1,0.5,1,1.5,1,1,1,1.5,1.5,1,1,0.5,1,2,1.5,1,2.5,2,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5
"GTF2H1",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GTF2H2",1.5,1,1.5,2,1.5,2,2,1,1,2,1,0.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"GTF2H2B",1.5,1,1.5,2,1.5,2,2,1,1,2,1,0.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"GTF2H2C",1.5,1,1.5,2,1.5,2,2,1,1,2,1,0.5,2,2,1,2.5,1,1,1,1.5,1,0.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1
"GTF2H3",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"GTF2H5",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,1.5,0.5,1,0.5,1,1,0.5,1.5,1,2,1,1.5,1,0.5,1,0.5,1,2,1.5,0.5,1.5,1,1.5,1.5,1,0.5,1,0.5,1,0.5,1,0.5,2,1,1
"GTF2I",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IP1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IP12",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,3,0.5,0.5,1,1,1.5,1,1,1,1.5,1,2,2,1,1,1,1,3,1.5,1,1.5,2,1,1,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"GTF2IP13",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,7.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"GTF2IP20",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1,1.5,2.5,1,3,1,2.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"GTF2IP4",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IP7",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IRD1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IRD2",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF2IRD2B",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"GTF3A",1,1,1,1.5,1,3.5,2,1,1,1,0.5,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,1.5,1,1,0.5,1,2,1.5,1,2.5,2,1,1,1,1,1,1,1,1,1,0.5,1,1,1
"GTF3C1",1,1,1,2,1,2,2,1,1,2,0.5,1.5,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"GTF3C2",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,4,1,2,1,1.5,2.5,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"GTF3C3",1,1,1,2,1,2,2.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"GTF3C4",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"GTF3C5",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"GTF3C6",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1.5,1,2,1,1.5,1,0.5,1,0.5,1,1,1.5,0.5,1.5,1,1.5,1.5,1,0.5,1,0.5,1,0.5,1,0.5,2,1,1
"GTPBP1",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,1,1,0.5,1,2,1,1.5
"GTPBP10",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,2.5,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"GTPBP2",1,1,1,4,1,2.5,2,1,1,2,1,3,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1.5,2.5,2,2,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,1.5,1,1.5,1,1,1,1,1,1,2,1,1
"GTPBP3",0.5,1,1,3,1,4,2,1,1,1.5,0.5,1,2,2,1,4.5,1,1,1,1.5,1,1,1,1,1,0.5,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GTPBP4",1,1,1,2,1,2,1,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,2,2,1,2,2,1,4.5,1,1.5,1,1,1,1,1,1,2,0.5,1
"GTPBP6",1,1,1,2,1,1,2.5,1,1,2,1,1,1,2,1,1.5,1,1,1,1,1,1,1.5,1,2,0.5,1,2.5,1,1,1,1,2,1,1.5,2.5,1,1,2,1,1,1.5,1,1,1,0.5,1.5,1,1,1
"GTPBP8",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"GTSE1",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,0.5,1,0.5,1,2,1,2,0.5,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,0.5
"GTSF1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"GUCA1B",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,2.5,2,2,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,1.5,1,1.5,1,1,1,1,1,1,2,1,1
"GUCA2B",1,1,1,2,1,2,2,1,1,2,1,1,1.5,1,1,1.5,0.5,1,1,1,1,1,1.5,1,2,1,2,1.5,0.5,1,1,1,2,2,1,2,2,1,1.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1
"GUCD1",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"GUCY1A1",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,1,0.5,1,1.5,1,1,1,1.5,1,2,2,1,1,1,1,3,1.5,1,1.5,2,1,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,1
"GUCY1A2",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GUCY1B1",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,1,0.5,1,1.5,1,1,1,1.5,1,2,2,1,1,1,1,3,1.5,1,1.5,2,1,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,1
"GUF1",1,1,1,2.5,1,1.5,2,1,1,2,1.5,1,1.5,2.5,1,2.5,1.5,1,1,1,0.5,1,2,1,2,1,2,2,1,1,1,1,3,1.5,1,2,2,1,2,1,0.5,1,1,1,1,1,1,1,1,1
"GUK1",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1,1.5,2.5,1,3,1,1.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"GULP1",1,1,1,2,1,2,3.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"GUSB",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"GUSBP1",1.5,1,1.5,4,1.5,2,2,1,1,2,2,1,2,2,1,2.5,1,1,1.5,1.5,1,1.5,2,1,2,1.5,2.5,2.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,1,1.5,1.5,1,1,1,1,3,1,1
"GUSBP11",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"GUSBP2",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"GVINP1",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GVQW3",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"GXYLT1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,1,2,1,1.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"GXYLT1P6",1,1,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,2,1,0.5,1,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"GYG1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1,1,1.5,1,1.5,0.5,1,1,1,3,1,2,1,2.5,2,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1.5,1,2,1,2.5
"GYG2",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,2,1,0,2.5,1,0.5,0.5,1,2,1,1,1,1,0.5,2,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1
"GYPC",1,1,1,2.5,1,2,2,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,1.5,1,3,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"GYS1",1,1,1,3,1,2.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1.5,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"GYS2",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,0.5,1,2,1,1.5,1,2,2,1,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"GZF1",1,1,0.5,2.5,1,2,2,1,1,2,1,1,2,2,1,2.5,1,1,1,1.5,1,1,2,1,2,1,2,2.5,1.5,1,1.5,1,2,2.5,1,2.5,2,1.5,2,1,1,1,1,1,1,1,1,2,1,1.5
"GZMA",1.5,1,1.5,4,1.5,2,2,1,1,2,0.5,1,2,2,1,2.5,1,1,1,1.5,1,1.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1,1
"GZMB",1,1,1,3,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,2.5,1,1.5,2,1.5,1.5,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"GZMH",1,1,1,3,1,1.5,1,1,1,1.5,0.5,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,2.5,1,1.5,2,1.5,1.5,1,1,1,0.5,1,1,1.5,0.5,2,1,1
"GZMK",1.5,1,1.5,4,1.5,2,2,1,1,2,0.5,1,2,2,1,2.5,1,1,1,1.5,1,1.5,1.5,1,2,1,2,2.5,1,1,1.5,1,2,1.5,1,2,2,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1,1
"GZMM",0.5,1,1,3,1,2.5,1,1,1,1,0.5,1,2,1,1,1.5,1,1.5,1,1.5,1,1,1,1,1,1,2,2.5,1.5,1,1,1,3,1.5,1,1.5,2,1,2,1,1.5,1,1,1,1.5,1,1,2,1,1
"H1-0",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,1,1,0.5,1,2,1,2.5
"H1-10",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1.5,1,1,1,1,2,1,2,1,2.5,2,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"H1-10-AS1",1,1,1,2.5,1,2,2,1,1,2,1,1,2,1.5,1,1.5,1,1.5,1,1,1,1,2,1,2,1,2.5,2,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"H1-2",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,2
"H19",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"H2AC11",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H2AC20",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"H2AC6",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,3.5,1,1.5,1,1,1,1,1,1,2,1,2
"H2AC8",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H2AJ",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,0.5,1,1.5,1,1.5,1,2,2,1,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"H2AW",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1,1.5,2.5,1,3,1,1.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"H2AX",1,1,1,2.5,1,1.5,2,1,1,2,1,1,2,1.5,1,1.5,1,1,1,1,1,1,1,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"H2AZ1",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1.5,1.5,1,1.5,0.5,0.5,1,1,0.5,1,1,1,1.5,0.5,1,2,1,0.5,1,1,3,1.5,1,1,2,1,2,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"H2AZ2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"H2BC11",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H2BC12",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H2BC15",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H2BC20P",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"H2BC21",4.5,1,2,2.5,1.5,6,2.5,1.5,1,2.5,1,1.5,3,2,1,4,2,1.5,3,2,1.5,1.5,1.5,1,3,1.5,3,2.5,1.5,2,1,1,2,2.5,2,4,3,1,2.5,1.5,2,3,1.5,1,1.5,1,1.5,2,1.5,1
"H2BC4",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,3.5,1,1.5,1,1,1,1,1,1,2,1,2
"H2BC5",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,3.5,1,1.5,1,1,1,1,1,1,2,1,1
"H2BC8",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H3-3A",0.5,1,2,2.5,1.5,2,3,1.5,1,2.5,1,2.5,3,2,1,4,2,0.5,2,2,1,1.5,2.5,1,3,1,1.5,2.5,1.5,2,1,1,2,2.5,2,4,3,1,3,1.5,2,3,1.5,1,1.5,1,2,2,1.5,1
"H3-3B",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,2,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,2,1.5,1,1,1,3,1,1
"H3C10",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H3C6",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H3P6",1,1,1,2.5,1,2,3.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"H4C8",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H4C9",1,1,1,4,1,2.5,2,1,1,2,1,1,3,2,1,2,2,1.5,1,1,1,1,2.5,1,2,1,3,2,1,2.5,1.5,1,2,1.5,1.5,3.5,3,1.5,2,1,1.5,1,1,1,1,1,1,2,1,1
"H6PD",0.5,1,1,0.5,1,1,2,1,1,2,1,1.5,1.5,1,1,1.5,0.5,1,0.5,1,1,1,1.5,1,2,0.5,2,1.5,0.5,1,1,1,2,1,1,2,1,1,1.5,0.5,1,1,0.5,0.5,1,1,0.5,1,1,1
"HAAO",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,3,1,2,1,1.5,2.5,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"HABP2",0.5,1,1,2,1,2,1.5,1,1,2,1,1,1.5,1.5,1,2.5,1,1,0.5,1,1.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1.5,3,0.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1
"HABP4",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"HACD1",1,1,1,2,1,2,4,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,1.5,3.5,1,1,1,1,2,2,1,2,2,1,4.5,1,1.5,1,1,1,1,1,1,2,1,1
"HACD2",1,1,1,2.5,1,2,2,1,1,2,1,1.5,2,1.5,1,1.5,1,1.5,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"HACD3",1,1,1,2.5,1,2,1,1,1,2,1,1,1.5,1.5,1,1.5,1,1,1,1,2,1,1.5,1,2,1,2,2.5,1,1,1,1,2,1.5,1,2,2,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1
"HACD4",1,1,1,2.5,1,1.5,1,1,1,2,0.5,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1.5,2,1,0.5,1,1,2,1.5,1,2,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"HACE1",1,1,1,1.5,1,1,2,1,1,2,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1.5,1,2,1,1.5,1,0.5,1,0.5,1,1,1.5,0.5,1.5,1,1.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,1,1
"HACL1",1,1,1,1.5,1,2,2,1,1,2,1,1,2,2,1,1.5,1,1,1,1,1,1,2,1,2,1,1.5,2.5,1,1,1.5,1,2,3,1,2,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
