,p_naive,p_aware,sample_size,rep
145,0.5183280162792756,0.5183281404007133,10,0
146,0.9066948190967039,0.9066954729571898,10,0
147,0.3768018871154908,0.37680189764958594,10,0
148,0.005726310867883814,0.00572610049713366,10,0
149,0.6830282094177598,0.6830288357495535,10,0
150,0.5984226816427967,0.5984304173724496,10,0
151,0.05710434168308539,0.05710466054136205,10,0
152,0.8408116864725387,0.8408120669376394,10,0
153,0.16075655933923116,0.1607582622437972,10,0
154,0.7481802480409658,0.7481843185882222,10,0
155,0.2064244742989877,0.20642468010435455,10,0
156,0.46253565441335287,0.46253619102969323,10,0
157,0.5380157664281633,0.5380159653009889,10,0
158,0.23028113188510868,0.23028168362391155,10,0
159,0.6494835228649578,0.6494837643335003,10,0
160,0.9342501053875462,0.9342501403759083,10,0
161,0.03132567876901699,0.03132594090689781,10,0
162,0.20299509508394287,0.2029951338488699,10,0
163,0.6149441720549849,0.6149446487979353,10,0
164,0.20712465856355777,0.2071253255125478,10,0
165,0.45394735824904253,0.4539477242715272,10,0
166,0.711516277861828,0.7115165587720321,10,0
167,0.17348180847203365,0.17348188226159578,10,0
168,0.8130096632525161,0.8130111521532999,10,0
169,0.4767360564877122,0.47673815148807286,10,0
170,0.8683452063631476,0.868344420666004,10,0
171,0.4594900810165088,0.45949018232610006,10,0
172,0.16845716749281092,0.1684573675846761,10,0
173,0.46614065945184047,0.4661427634483445,10,0
174,0.2262137934460774,0.2262141380256747,10,0
175,0.7707265296804069,0.7707269686557037,10,0
176,0.9990199753398745,0.9990199820787475,10,0
177,0.05808010043374068,0.05808062657800935,10,0
178,0.8540486860643013,0.8540488084923473,10,0
179,0.4053426108706719,0.405344600107333,10,0
180,0.5918744144005053,0.591879661685309,10,0
181,0.8894129532511305,0.889416000360006,10,0
182,0.9521796384117666,0.9521839823308269,10,0
183,0.0011750248284719616,0.9717023978473548,10,0
184,0.19044606992655688,0.9987779114153523,10,0
185,0.08826993009546966,0.0885806494084803,10,0
186,0.09051430415347513,0.09053514818768857,10,0
187,0.02928975548208158,0.9940890862601149,10,0
188,0.47548259351274813,0.47548214630755015,10,0
189,0.7935735893893109,0.7935899428581813,10,0
190,0.9722331210160908,0.9722376322759986,10,0
