"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"AC004707.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004801.2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004803.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC004839.1",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004890.2",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004923.1",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004947.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004951.2",1,1,3.5,2,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC004975.2",1,1,3.5,2,1,1,1.5,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005041.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC005062.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005064.1",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005082.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005083.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005099.1",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005154.2",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005165.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005562.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005682.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005699.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005840.1",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC005840.2",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC005912.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC005920.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC005999.1",1,1,3.5,2,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC006001.2",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006001.3",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006026.3",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006042.1",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006059.1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006206.2",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC006254.1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC006971.1",1,1,3.5,2,0.5,1,1.5,0.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC006978.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007098.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC007238.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC007255.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007319.1",1,1,2,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC007365.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC007383.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007405.1",1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1
"AC007566.1",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007637.1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1
"AC007683.1",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007688.2",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,1,0.5,2,1,0.5,1,1,1,1,1,1,0.5,1,1,0.5,0.5,1
"AC007743.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC007750.1",1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1
"AC007920.1",1,1,2,2,1,1,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1
"AC008026.1",1,1,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008105.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1
"AC008105.2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1
"AC008267.3",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008269.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008393.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008429.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008438.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008543.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008610.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008629.1",1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1.5,2,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1
"AC008663.2",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008771.1",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008808.2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008840.1",1,1,1,2,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC008906.1",1,1,1,2,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008957.1",1,1,2.5,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008966.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC008969.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009126.1",1,1,1,2,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009237.3",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009245.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009403.1",1,1,3.5,2,1,1,1.5,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009495.3",1,1,1,2,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC009506.1",1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC009533.1",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC009806.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009812.1",1,1,2.5,2,2,1,0.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"AC009812.3",1,1,2.5,2,2,1,0.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"AC009950.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC009961.1",1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC010186.2",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"AC010226.1",1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1.5,2,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1
"AC010230.1",1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"AC010273.3",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"AC010280.1",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"AC010343.1",1,1,2.5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC010536.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1
"AC010615.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC010624.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC010834.3",1,1,2.5,2,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"AC010894.1",1,1,2,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1
"AC010976.1",1,1,1,2,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC011005.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC011346.1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC011379.2",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC011487.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC011495.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC011632.1",1,1,2.5,2,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"AC011979.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC012063.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"AC012085.1",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC012123.1",1,1,2,2,0.5,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC012307.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC012358.2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC012368.1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"AC012445.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1
"AC012485.2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
"AC012618.3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC013287.1",1,1,2,2,1,0.5,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC013643.2",1,1,2.5,2,0.5,1,0.5,0.5,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,1,0.5,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,1,2,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5
"AC015712.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC015971.1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC015987.1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC016027.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1
"AC016065.1",1,1,2.5,2,0.5,1,1,0.5,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,1,0.5,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,2,0.5,2,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,1
"AC016582.1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AC016722.2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
